Height(km):	Beta355 (Mm^-1 sr^-1):	error beta355 (Mm^-1 sr^-1)	Beta532 (Mm^-1 sr^-1):	error beta532 (Mm^-1 sr^-1)	Beta1064 (Mm^-1 sr^-1):	error beta1064 (Mm^-1 sr^-1)	alpha355 (Mm^-1 sr^-1):	error alpha355 (Mm^-1)	alpha532 (Mm^-1 sr^-1):	error alpha532 (Mm^-1)	S355 (sr^-1)	errorS355	S532 (sr^-1)	error S532	Angstrom ext	Angstrom ext	Angstrom b355/532	error Angstrom b355/532	Angstrom b532/1064	error Angstrom b532/1064 	voldepol h?e	vol.depol 532	error vol.depol 	partdepolh?e	part. depol 532	error part. depol	sounding height (km)	Temperature (K)	Pressure (Pa)	voltdepol height	vol. depol 355	error	partdepol height	part. depol 355	error	Mixing ratio height (km)	Water vapour mixing ratio (g/kg)	Height NF (km):	Beta532 NF (Mm^-1 sr^-1):	error beta532 NF (Mm^-1 sr^-1)	alpha 532 NF (Mm^-1 sr^-1):	error alpha532 NF (Mm^-1)	Spar 532 NF (sr):	error Spar532 NF (sr)	Height HSRL (km):	BetaHSRL (Mm^-1 sr^-1):	error betaHSRL (Mm^-1 sr^-1)	alpha HSRL (Mm^-1 sr^-1):	error alphaHSRL (Mm^-1)	Spar HSRL (sr)	error Spar HSRL (sr)	vol. depol 1064	error	part. depol 1064	error	water_vapour_error	Sounding height	water_vapor_mix_sonde	Height NF 355 (km):	Beta355 NF (Mm^-1 sr^-1):	error beta355 NF (Mm^-1 sr^-1)	alpha 355 NF (Mm^-1 sr^-1):	error alpha355 NF (Mm^-1)	Spar 355 NF (sr):	error Spar 355 NF (sr)	BetaMOL 355 (m^-1 sr^-1)	BetaMOL 532 (m^-1 sr^-1)	BetaMOL 1064 (m^-1 sr^-1)
12.202895	0.31688	0.047532	0.030718	0.004608	0.012347	0.001852	30.41035	7.611336	126.754335	8.001757	95.968178	28.002968	4126.342973	671.531783	-3.528744	-2.528744	5.768885	3.025186	1.31495	0.40243	12.202895	0.006531	0.000653	12.202895	0.022114	0.002211	11941.39356	223.17746	19698.78516	12.202895	0.010495	0.001049	12.202895	0.038568	0.003857	0	0	12.202895	-0.110241	0.000017	501.812842	0.020521	-4551.947103	-707.710973	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.202895	0.575495	NaN	204.689053	0.020112	355.674897	0	0.002072	0.000389	0.000024
12.210366	0.293247	0.043987	0.029663	0.004449	0.013887	0.002083	45.639493	7.663939	120.795214	7.980954	155.635125	35.043234	4072.213353	667.461244	-2.406085	-1.406085	5.663681	2.970017	1.094968	0.335106	12.210366	0.006666	0.000667	12.210366	0.02403	0.002403	11948.86523	223.126038	19675.9375	12.210366	0.010623	0.001062	12.210366	0.039669	0.003967	0	0	12.210366	-0.124107	0.000019	540.938214	0.02053	-4358.649499	-674.400085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.210366	0.737276	NaN	285.723493	0.019834	387.539234	0	0.00207	0.000388	0.000024
12.217837	0.305136	0.04577	0.032139	0.004821	0.011625	0.001744	6.371525	7.560989	152.697174	8.03608	20.880907	24.976216	4751.140108	755.261839	-7.852697	-6.852697	5.563767	2.917622	1.467038	0.448975	12.217837	0.006534	0.000653	12.217837	0.021622	0.002162	11956.33594	223.074631	19653.0918	12.217837	0.010683	0.001068	12.217837	0.040243	0.004024	0	0	12.217837	-0.134698	0.00002	515.790648	0.020649	-3829.24517	-594.492434	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.217837	0.74198	NaN	247.68132	0.019953	333.811198	0	0.002068	0.000388	0.000023
12.225309	0.304213	0.045632	0.031146	0.004672	0.010413	0.001562	22.012143	7.582366	137.349347	8.10777	72.357665	27.185175	4409.829617	710.852682	-4.526124	-3.526124	5.633849	2.954373	1.580708	0.483763	12.225309	0.006547	0.000655	12.225309	0.021556	0.002156	11963.80762	223.023224	19630.24414	12.225309	0.010663	0.001066	12.225309	0.040139	0.004014	0	0	12.225309	-0.141142	0.000021	553.562311	0.020654	-3922.025932	-606.229833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.225309	0.68885	NaN	268.550188	0.019987	389.852807	0	0.002066	0.000388	0.000023
12.23278	0.304152	0.045623	0.032368	0.004855	0.01101	0.001652	49.264104	7.648143	127.86613	8.099224	161.972021	34.965658	3950.356178	643.218643	-2.357794	-1.357794	5.538212	2.904222	1.555729	0.476118	12.23278	0.006702	0.00067	12.23278	0.023691	0.002369	11971.2793	222.971817	19607.39453	12.23278	0.010501	0.00105	12.23278	0.038834	0.003883	0	0	12.23278	-0.161171	0.000024	589.760826	0.020647	-3659.230759	-563.636211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.23278	1.0236	NaN	289.325643	0.019785	282.654911	0	0.002064	0.000387	0.000023
12.240252	0.289171	0.043376	0.033269	0.00499	0.01118	0.001677	40.299816	7.619415	125.028239	8.110111	139.363307	33.634461	3758.147171	614.174028	-2.798815	-1.798815	5.34553	2.80318	1.573235	0.481476	12.240252	0.006368	0.000637	12.240252	0.018389	0.001839	11978.75098	222.920395	19584.54688	12.240252	0.010405	0.001041	12.240252	0.037998	0.0038	0	0	12.240252	-0.13303	0.00002	560.769886	0.020469	-4215.36777	-650.75809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.240252	0.800255	NaN	253.231172	0.020294	316.438175	0	0.002062	0.000387	0.000023
12.247723	0.304062	0.045609	0.034708	0.005206	0.013128	0.001969	16.849171	7.420198	100.704158	8.165777	55.413616	25.780313	2901.468616	494.741387	-4.419708	-3.419708	5.364953	2.813365	1.402667	0.429275	12.247723	0.006075	0.000607	12.247723	0.013852	0.001385	11986.22266	222.868988	19561.69922	12.247723	0.010417	0.001042	12.247723	0.038061	0.003806	0	0	12.247723	-0.132674	0.00002	591.534551	0.02046	-4458.548793	-686.331048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.247723	0.791745	NaN	218.550095	0.02039	276.036117	0	0.00206	0.000387	0.000023
12.255195	0.30351	0.045526	0.034962	0.005244	0.013405	0.002011	17.388964	7.412147	98.248552	8.162759	57.292935	25.889435	2810.14519	481.861992	-4.280729	-3.280729	5.342428	2.801553	1.383072	0.423278	12.255195	0.006296	0.00063	12.255195	0.016929	0.001693	11993.69336	222.817581	19538.85352	12.255195	0.010228	0.001023	12.255195	0.036479	0.003648	0	0	12.255195	-0.1439	0.000022	558.040208	0.020635	-3877.979636	-599.112074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.255195	0.641755	NaN	183.871173	0.020475	286.512966	0	0.002058	0.000386	0.000023
12.262666	0.305203	0.04578	0.029711	0.004457	0.012468	0.00187	1.503539	7.417503	80.676864	8.374215	4.926354	24.31472	2715.403435	495.323581	-9.845184	-8.845184	5.758513	3.019747	1.252772	0.383401	12.262666	0.006176	0.000618	12.262666	0.01508	0.001508	12001.16504	222.766174	19516.00391	12.262666	0.010133	0.001013	12.262666	0.035744	0.003574	0	0	12.262666	-0.135169	0.00002	587.479124	0.020626	-4346.271507	-669.561166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.262666	0.733858	NaN	208.101742	0.020526	283.572321	0	0.002056	0.000386	0.000023
12.270138	0.318239	0.047736	0.024347	0.003652	0.014416	0.002162	8.314969	7.448912	79.179489	8.381977	26.128056	23.732501	3252.078037	597.059176	-5.571117	-4.571117	6.354058	3.332049	0.756094	0.231396	12.270138	0.006285	0.000629	12.270138	0.016518	0.001652	12008.63672	222.714752	19493.15625	12.270138	0.010133	0.001013	12.270138	0.035811	0.003581	0	0	12.270138	-0.141918	0.000021	551.835015	0.020408	-3888.414251	-600.727831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.270138	0.99822	NaN	230.752609	0.020568	231.164096	0	0.002054	0.000385	0.000023
12.277609	0.316031	0.047405	0.024681	0.003702	0.016598	0.00249	14.509274	7.415364	91.872375	8.360695	45.910868	24.453744	3722.318723	653.069261	-4.562411	-3.562411	6.303154	3.305355	0.572418	0.175184	12.277609	0.006292	0.000629	12.277609	0.016482	0.001648	12016.1084	222.663345	19470.30859	12.277609	0.010133	0.001013	12.277609	0.035862	0.003586	0	0	12.277609	-0.141565	0.000021	574.927833	0.020401	-4061.219585	-625.996037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.277609	1.110625	NaN	251.82057	0.020603	226.737794	0	0.002052	0.000385	0.000023
12.285081	0.29563	0.044344	0.026617	0.003993	0.015865	0.00238	-6.795348	7.325294	78.042987	8.326758	-22.986002	-25.017335	2932.077841	539.723115	NaN	NaN	5.951562	3.120981	0.746529	0.228469	12.285081	0.006071	0.000607	12.285081	0.013325	0.001332	12023.5791	222.611938	19447.46289	12.285081	0.010333	0.001033	12.285081	0.037572	0.003757	0	0	12.285081	-0.141215	0.000021	596.450938	0.020389	-4223.707269	-649.800231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.285081	1.231928	NaN	271.302377	0.020632	220.22592	0	0.00205	0.000385	0.000023
12.292552	0.293014	0.043952	0.030674	0.004601	0.017795	0.002669	11.055362	7.360536	119.258786	8.445155	37.729784	25.749706	3887.990844	644.921219	-5.879429	-4.879429	5.578923	2.92557	0.785503	0.240397	12.292552	0.006293	0.000629	12.292552	0.016323	0.001632	12031.05078	222.560532	19424.61523	12.292552	0.010124	0.001012	12.292552	0.035897	0.00359	0	0	12.292552	-0.151498	0.000023	553.703912	0.020615	-3654.848129	-564.862085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.292552	1.067576	NaN	349.789882	0.020337	327.648612	0	0.002049	0.000384	0.000023
12.300024	0.269124	0.040369	0.03314	0.004971	0.018955	0.002843	0.933836	7.459332	137.601801	8.569456	3.469903	27.721918	4152.166316	674.371776	-12.342401	-11.342401	5.177521	2.715076	0.806012	0.246673	12.300024	0.006397	0.00064	12.300024	0.017702	0.00177	12038.52246	222.509109	19401.76563	12.300024	0.010123	0.001012	12.300024	0.036018	0.003602	0	0	12.300024	-0.138211	0.000021	510.812558	0.020344	-3695.877211	-573.590164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.300024	1.067549	NaN	428.476931	0.019989	401.365145	0	0.002047	0.000384	0.000023
12.307495	0.283159	0.042474	0.032888	0.004933	0.018071	0.002711	2.775382	7.448263	167.336516	8.430486	9.801482	26.345192	5088.032875	805.102832	-10.133395	-9.133395	5.322021	2.790852	0.863875	0.264382	12.307495	0.006445	0.000644	12.307495	0.018306	0.001831	12045.99414	222.457703	19378.91797	12.307495	0.010204	0.00102	12.307495	0.03686	0.003686	0	0	12.307495	-0.126549	0.000019	527.550364	0.020341	-4168.752535	-645.641688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.307495	0.918258	NaN	505.500878	0.019591	550.499536	0	0.002045	0.000384	0.000023
12.314966	0.290341	0.043551	0.032133	0.00482	0.01861	0.002791	27.671768	7.297349	168.499045	8.426846	95.307708	28.91509	5243.804509	829.136932	-4.465767	-3.465767	5.441371	2.853438	0.788009	0.241164	12.314966	0.006371	0.000637	12.314966	0.017282	0.001728	12053.46582	222.406281	19356.07031	12.314966	0.010003	0.001	12.314966	0.035367	0.003537	0	0	12.314966	-0.104773	0.000016	542.600052	0.020336	-5178.827411	-800.704853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.314966	0.918845	NaN	582.746284	0.019136	634.2158	0	0.002043	0.000383	0.000023
12.322438	0.263931	0.03959	0.037847	0.005677	0.016565	0.002485	13.001347	7.316216	201.686217	8.84759	49.260377	28.688081	5328.949096	832.824723	-6.777468	-5.777468	4.801003	2.517631	1.192063	0.364821	12.322438	0.006355	0.000636	12.322438	0.017037	0.001704	12060.93652	222.354889	19333.22461	12.322438	0.00986	0.000986	12.322438	0.034328	0.003433	0	0	12.322438	-0.104443	0.000016	518.916078	0.020234	-4968.405079	-770.029069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.322438	1.038766	NaN	599.727061	0.019117	577.345946	0	0.002041	0.000383	0.000023
12.329909	0.274381	0.041157	0.036516	0.005477	0.014725	0.002209	51.283865	7.359216	163.004563	8.917228	186.907754	38.799522	4463.899973	712.725338	-2.858661	-1.858661	4.985495	2.614378	1.310265	0.400996	12.329909	0.006581	0.000658	12.329909	0.020097	0.00201	12068.4082	222.303467	19310.375	12.329909	0.0098	0.00098	12.329909	0.033961	0.003396	0	0	12.329909	-0.073733	0.000011	402.814287	0.020125	-5463.150038	-863.733882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.329909	1.185232	NaN	615.140234	0.019096	519.004154	0	0.002039	0.000383	0.000023
12.337381	0.274406	0.041161	0.035035	0.005255	0.015296	0.002294	32.428217	7.408271	152.810471	8.948693	118.176074	32.296904	4361.688588	702.345089	-3.832067	-2.832067	5.088105	2.668187	1.195664	0.365923	12.337381	0.006704	0.00067	12.337381	0.021802	0.00218	12075.87988	222.25206	19287.52734	12.337381	0.009717	0.000972	12.337381	0.03343	0.003343	0	0	12.337381	-0.082619	0.000012	348.2572	0.020338	-4215.223454	-678.514937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.337381	1.328135	NaN	628.98237	0.019074	473.583063	0	0.002037	0.000382	0.000023
12.344852	0.271872	0.040781	0.038561	0.005784	0.015241	0.002286	5.931912	7.330249	172.676271	8.876818	21.818739	27.160008	4478.005712	710.052853	-8.333394	-7.333394	4.828103	2.531843	1.339175	0.409844	12.344852	0.006349	0.000635	12.344852	0.016945	0.001695	12083.35156	222.200638	19264.67969	12.344852	0.009736	0.000974	12.344852	0.033758	0.003376	0	0	12.344852	-0.091548	0.000014	293.930749	0.020526	-3210.688388	-531.234761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.344852	1.32904	NaN	641.250227	0.019053	482.49115	0	0.002035	0.000382	0.000023
12.352324	0.239484	0.035923	0.039557	0.005934	0.015861	0.002379	25.155781	7.308339	145.645529	8.881284	105.041625	34.344557	3681.871553	596.17231	-4.341104	-3.341104	4.451464	2.334334	1.318494	0.403514	12.352324	0.006239	0.000624	12.352324	0.015435	0.001544	12090.82227	222.149231	19241.83398	12.352324	0.010114	0.001011	12.352324	0.037228	0.003723	0	0	12.352324	-0.070403	0.000011	303.751632	0.020424	-4314.469644	-709.216014	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.352324	1.316694	NaN	593.134848	0.019344	450.472839	0	0.002033	0.000381	0.000023
12.359795	0.259617	0.038942	0.035262	0.005289	0.011661	0.001749	57.699719	7.368451	96.338045	8.740353	222.249797	43.782736	2732.071279	478.940612	-1.26719	-0.26719	4.935168	2.587987	1.596384	0.48856	12.359795	0.006309	0.000631	12.359795	0.016344	0.001634	12098.29395	222.097824	19218.98633	12.359795	0.009303	0.00093	12.359795	0.030354	0.003035	0	0	12.359795	-0.103385	0.000016	254.268451	0.021116	-2459.433818	-421.682671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.359795	1.164209	NaN	605.612827	0.019186	520.192516	0	0.002031	0.000381	0.000023
12.367267	0.254347	0.038152	0.03749	0.005623	0.011896	0.001784	64.118107	7.33329	71.340757	8.730617	252.089247	47.551316	1902.935023	368.387007	-0.263867	0.736133	4.733021	2.481982	1.656035	0.506816	12.367267	0.006088	0.000609	12.367267	0.013342	0.001334	12105.76563	222.046417	19196.13672	12.367267	0.009349	0.000935	12.367267	0.030975	0.003097	0	0	12.367267	-0.079448	0.000012	205.367846	0.021242	-2584.929736	-470.983289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.367267	0.986696	NaN	678.787139	0.018693	687.939262	0	0.002029	0.000381	0.000023
12.374738	0.232012	0.034802	0.039185	0.005878	0.012115	0.001817	82.909258	7.326344	77.657295	8.699197	357.34863	62.212044	1981.788024	371.015686	0.161773	1.161773	4.396468	2.305494	1.693488	0.518278	12.374738	0.006122	0.000612	12.374738	0.013812	0.001381	12113.23731	221.994995	19173.28906	12.374738	0.009464	0.000946	12.374738	0.03218	0.003218	0	0	12.374738	-0.07924	0.000012	185.058184	0.021453	-2335.406769	-442.737176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.374738	0.987727	NaN	655.758205	0.018629	663.906064	0	0.002027	0.00038	0.000023
12.38221	0.234801	0.03522	0.037687	0.005653	0.013048	0.001957	57.593205	7.255456	84.424621	8.650437	245.285466	48.047387	2240.173821	406.940108	-0.945439	0.054561	4.522411	2.371539	1.530247	0.468319	12.38221	0.005787	0.000579	12.38221	0.009346	0.000935	12120.70898	221.943588	19150.44141	12.38221	0.009328	0.000933	12.38221	0.031183	0.003118	0	0	12.38221	-0.078272	0.000012	201.456858	0.021487	-2573.808964	-473.717866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.38221	0.856757	NaN	606.44985	0.018938	707.843217	0	0.002025	0.00038	0.000023
12.389681	0.237725	0.035659	0.03276	0.004914	0.015246	0.002287	62.63855	7.23612	96.292955	8.605683	263.491242	49.886411	2939.367565	513.228753	-1.063008	-0.063008	4.899356	2.569207	1.103474	0.337709	12.389681	0.006103	0.00061	12.389681	0.013713	0.001371	12128.17969	221.892181	19127.5957	12.389681	0.009448	0.000945	12.389681	0.0325	0.00325	0	0	12.389681	-0.102359	0.000015	217.848116	0.021343	-2128.284755	-381.302224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.389681	0.915133	NaN	557.240221	0.019221	608.917491	0	0.002023	0.00038	0.000023
12.397153	0.25618	0.038427	0.039532	0.00593	0.014139	0.002121	87.303137	7.181984	63.498853	8.399393	340.7885	58.301248	1606.268465	321.241711	0.787007	1.787007	4.619661	2.422536	1.483305	0.453953	12.397153	0.006303	0.00063	12.397153	0.016607	0.001661	12135.65137	221.840775	19104.74609	12.397153	0.009501	0.00095	12.397153	0.033165	0.003316	0	0	12.397153	-0.087097	0.000013	234.458954	0.021373	-2691.935866	-472.510211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.397153	1.02302	NaN	448.02193	0.019183	437.940418	0	0.002021	0.000379	0.000023
12.404624	0.255637	0.038346	0.038154	0.005723	0.012612	0.001892	59.206248	7.04131	16.563929	8.332595	231.60278	44.334838	434.133479	227.895682	3.148872	4.148872	4.702119	2.465777	1.597051	0.488764	12.404624	0.006523	0.000652	12.404624	0.019891	0.001989	12143.12305	221.789352	19081.89844	12.404624	0.009379	0.000938	12.404624	0.032308	0.003231	0	0	12.404624	-0.0701	0.000011	249.380859	0.021398	-3557.511091	-614.76301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.404624	0.896417	NaN	337.130835	0.019047	376.086913	0	0.002019	0.000379	0.000023
12.412095	0.27183	0.040775	0.03783	0.005675	0.010953	0.001643	75.709822	7.247319	39.915748	8.531869	278.518694	49.560104	1055.124509	275.52239	1.582438	2.582438	4.875008	2.556439	1.788209	0.547267	12.412095	0.006638	0.000664	12.412095	0.021756	0.002176	12150.59473	221.737946	19059.05078	12.412095	0.009057	0.000906	12.412095	0.02959	0.002959	0	0	12.412095	0.003496	0.000001	162.458319	0.020407	46467.15596	9091.222857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.412095	1.155414	NaN	283.473113	0.018633	245.343316	0	0.002017	0.000379	0.000023
12.419567	0.246381	0.036957	0.036818	0.005523	0.010212	0.001532	88.620157	7.162055	70.9134	8.366148	359.687432	61.285778	1926.06893	367.564234	0.551016	1.551016	4.699086	2.464186	1.850193	0.566237	12.419567	0.00665	0.000665	12.419567	0.022176	0.002218	12158.06543	221.686539	19036.20508	12.419567	0.00925	0.000925	12.419567	0.031578	0.003158	0	0	12.419567	0.062977	0.000009	107.632245	0.019902	1709.07794	406.924249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.419567	1.155423	NaN	227.769946	0.018814	197.131233	0	0.002016	0.000378	0.000023
12.427038	0.231971	0.034796	0.037161	0.005574	0.007315	0.001097	75.880525	7.203381	75.406676	8.321879	327.111666	58.067445	2029.195503	377.884604	0.015485	1.015485	4.527172	2.374035	2.34485	0.717622	12.427038	0.006617	0.000662	12.427038	0.021941	0.002194	12165.53711	221.635132	19013.35742	12.427038	0.009285	0.000928	12.427038	0.032152	0.003215	0	0	12.427038	0.017868	0.000003	49.848531	0.019996	2789.858716	1194.769693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.427038	1.347997	NaN	230.878435	0.01881	171.275211	0	0.002014	0.000378	0.000023
12.43451	0.242063	0.03631	0.036478	0.005472	0.007575	0.001136	64.732633	7.178545	68.901436	8.344422	267.4201	49.884974	1888.866118	364.148804	-0.154283	0.845717	4.678317	2.453295	2.267623	0.693987	12.43451	0.006782	0.000678	12.43451	0.024689	0.002469	12173.00879	221.58371	18990.50781	12.43451	0.009057	0.000906	12.43451	0.030214	0.003021	0	0	12.43451	0.031863	0.000005	54.985249	0.020004	1725.690223	679.101837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.43451	1.20097	NaN	173.178964	0.018969	144.199245	0	0.002012	0.000377	0.000023
12.441981	0.243369	0.036505	0.036847	0.005527	0.008675	0.001301	85.070582	7.133431	67.349386	8.344174	349.55352	60.069671	1827.820802	355.602446	0.577436	1.577436	4.666726	2.447217	2.086557	0.638574	12.441981	0.006782	0.000678	12.441981	0.024987	0.002499	12180.48047	221.532303	18967.66016	12.441981	0.009012	0.000901	12.441981	0.030039	0.003004	0	0	12.441981	0.044791	0.000007	58.550329	0.020007	1307.178337	487.810002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.441981	1.200626	NaN	174.482025	0.018961	145.325832	0	0.00201	0.000377	0.000023
12.449453	0.234258	0.035139	0.041078	0.006162	0.00891	0.001337	105.053282	7.080294	42.790137	8.342068	448.451309	73.745876	1041.689029	256.235792	2.220279	3.220279	4.303703	2.256849	2.204831	0.67477	12.449453	0.006589	0.000659	12.449453	0.022319	0.002232	12187.95117	221.480896	18944.81445	12.449453	0.009062	0.000906	12.449453	0.030787	0.003079	0	0	12.449453	0.096282	0.000014	60.543412	0.020003	628.810669	228.161266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.449453	1.480856	NaN	113.890397	0.018413	76.908476	0	0.002008	0.000377	0.000023
12.456924	0.246761	0.037014	0.037965	0.005695	0.008989	0.001348	171.149799	7.849208	-5.659073	8.724765	693.584874	108.791808	-149.061377	-230.897595	NaN	NaN	4.627057	2.426415	2.078488	0.636104	12.456924	0.006475	0.000648	12.456924	0.020828	0.002083	12195.42285	221.429489	18921.9668	12.456924	0.008907	0.000891	12.456924	0.029534	0.002953	0	0	12.456924	0.096328	0.000014	60.206729	0.01999	625.017035	227.710676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.456924	1.32133	NaN	51.458163	0.01853	38.944216	0	0.002006	0.000376	0.000023
12.464396	0.240421	0.036063	0.034293	0.005144	0.010457	0.001569	162.570474	7.857859	-25.926441	8.71389	676.189512	106.564295	-756.024395	-278.257609	NaN	NaN	4.814153	2.524527	1.713389	0.524369	12.464396	0.006508	0.000651	12.464396	0.02166	0.002166	12202.89453	221.378067	18899.11719	12.464396	0.008959	0.000896	12.464396	0.030242	0.003024	0	0	12.464396	0.109242	0.000016	58.318825	0.01997	533.849263	199.575735	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.464396	1.320538	NaN	48.036277	0.018506	36.376296	0	0.002004	0.000376	0.000023
12.471867	0.251092	0.037664	0.028941	0.004341	0.009692	0.001454	188.82576	7.811187	-15.087213	8.622395	752.016994	117.01356	-521.316161	-308.02517	NaN	NaN	5.341008	2.800808	1.578157	0.482982	12.471867	0.00644	0.000644	12.471867	0.020869	0.002087	12210.36621	221.32666	18876.26953	12.471867	0.009026	0.000903	12.471867	0.031195	0.003119	0	0	12.471867	0.097455	0.000015	54.879404	0.019945	563.127378	221.401006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.471867	1.703281	NaN	7.731966	0.018189	4.539454	0	0.002002	0.000376	0.000023
12.479339	0.244935	0.03674	0.033001	0.00495	0.00599	0.000898	172.842423	7.813544	-5.420818	8.623998	705.667723	110.552703	-164.263115	-262.485749	NaN	NaN	4.955083	2.598431	2.461946	0.753459	12.479339	0.006561	0.000656	12.479339	0.023239	0.002324	12217.83789	221.275238	18853.42188	12.479339	0.008885	0.000889	12.479339	0.030066	0.003007	0	0	12.479339	0.051932	0.000008	-50.422925	0.01972	-970.944438	-406.697899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.479339	1.702005	NaN	60.219807	0.018093	35.38169	0	0.002	0.000375	0.000023
12.48681	0.253611	0.038042	0.034612	0.005192	0.00094	0.000141	169.608495	7.813473	-54.272518	8.880373	668.773006	104.940336	-1568.045074	-348.068337	NaN	NaN	4.923334	2.581781	5.2029	1.592305	12.48681	0.006786	0.000679	12.48681	0.027619	0.002762	12225.30859	221.223831	18830.57617	12.48681	0.008885	0.000889	12.48681	0.030352	0.003035	0	0	12.48681	0.051966	0.000008	6.450285	0.019653	124.126056	378.646145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.48681	1.700748	NaN	53.68791	0.018133	31.567231	0	0.001998	0.000375	0.000023
12.494282	0.254134	0.03812	0.034399	0.00516	0.001612	0.000242	105.76406	8.210715	-78.898843	8.870522	416.17466	70.291377	-2293.624177	-429.95691	NaN	NaN	4.943636	2.592427	4.415449	1.351312	12.494282	0.006989	0.000699	12.494282	0.031883	0.003188	12232.78027	221.172424	18807.72852	12.494282	0.009113	0.000911	12.494282	0.033049	0.003305	0	0	12.494282	0.051985	0.000008	63.515187	0.01956	1221.790284	418.528243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.494282	2.06298	NaN	46.955279	0.018095	22.760902	0	0.001996	0.000374	0.000023
12.501753	0.284494	0.042674	0.034399	0.00516	0.001525	0.000229	91.085303	8.144425	-78.920786	8.865139	320.165624	55.910036	-2294.255918	-429.938516	NaN	NaN	5.222603	2.738717	4.495167	1.375709	12.501753	0.007128	0.000713	12.501753	0.035254	0.003525	12240.25195	221.121017	18784.87891	12.501753	0.009106	0.000911	12.501753	0.033377	0.003338	0	0	12.501753	0.052038	0.000008	57.538685	0.019593	1105.710887	411.429832	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.501753	2.061487	NaN	38.644389	0.01805	18.745877	0	0.001994	0.000374	0.000023
12.509224	0.277726	0.041659	0.037022	0.005553	0.000982	0.000147	64.066509	8.260256	-85.945641	8.855268	230.682659	45.628303	-2321.484718	-422.458381	NaN	NaN	4.981453	2.612259	5.235859	1.602392	12.509224	0.007129	0.000713	12.509224	0.036198	0.00362	12247.72363	221.069595	18762.03125	12.509224	0.009136	0.000914	12.509224	0.034096	0.00341	0	0	12.509224	0.052105	0.000008	53.556498	0.019611	1027.863961	406.728578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.509224	2.054492	NaN	28.752123	0.017998	13.994757	0	0.001992	0.000374	0.000023
12.516696	0.277347	0.041602	0.032952	0.004943	-0.00045	0.000068	61.887695	8.259085	-136.455258	8.813959	223.14168	44.800739	-4141.00168	-676.292453	NaN	NaN	5.265946	2.761446	NaN	NaN	12.516696	0.00708	0.000708	12.516696	0.036243	0.003624	12255.19434	221.018188	18739.18555	12.516696	0.008987	0.000899	12.516696	0.032937	0.003294	0	0	12.516696	-0.002207	0	-9.745366	0.020388	4415.624473	9261.653857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.516696	2.258919	NaN	19.062322	0.018059	8.438692	0	0.00199	0.000373	0.000023
